house_id,date,month,price,bedrooms,bathrooms,sqft_living,view,yr_built,zipcode,house_age,gender 
3216900080,20140925T000000,9,325000,3,2.5,1880,0,1993,98031,21,Male
629500170,20150326T000000,3,679950,4,2.5,2850,0,2001,98075,14,Male
5272200005,20150218T000000,2,175000,2,1,1160,0,1947,98125,68,Male
7205000080,20141201T000000,12,268000,3,1.75,1370,1,1966,98023,48,Female
1117200170,20140919T000000,9,715000,4,3.5,3260,0,1997,98053,17,Female
5561300480,20150408T000000,4,600000,7,2.25,3170,0,1969,98027,46,Female
6896300380,20141002T000000,10,228000,0,1,390,0,1953,98118,61,Male
3293400010,20150304T000000,3,950000,5,2.5,3450,0,1992,98052,23,Male
3421059049,20140610T000000,6,475000,2,1.75,1490,2,1983,98092,31,Male
524069049,20150402T000000,4,700000,3,1.5,1460,0,1963,98075,52,Female
1524079093,20140827T000000,8,275000,3,1.75,1300,0,1962,98024,52,Male
1524079093,20150318T000000,3,369500,3,1.75,1300,0,1962,98024,53,Female
3832710680,20140721T000000,7,215000,4,2,1540,0,1978,98032,36,Female
686200840,20150422T000000,4,593450,4,2.25,2130,0,1964,98008,51,Female
8682310460,20140709T000000,7,498800,2,1.75,1350,0,2008,98053,6,Male
446000190,20141208T000000,12,849000,5,3.25,2450,0,1951,98115,63,Female
8805900430,20141229T000000,12,1.15E+06,4,2.5,1940,0,1925,98112,89,Female
3629921060,20140715T000000,7,825000,5,2.5,2890,2,2003,98029,11,Male
8856890020,20150224T000000,2,265000,3,1.75,1680,0,1989,98058,26,Female
2115510470,20141223T000000,12,285000,4,2.25,1960,0,1985,98023,29,Male
1545803890,20141231T000000,12,240000,3,1.75,1590,0,1979,98038,35,Female
3322049126,20140721T000000,7,261000,4,1,1390,0,1958,98003,56,Male
6669020500,20140627T000000,6,330000,4,1.75,2440,0,1978,98032,36,Male
3832710840,20140602T000000,6,250000,4,2,1850,0,1978,98032,36,Male
7212651950,20140710T000000,7,350000,4,2.5,2800,0,1993,98003,21,Female
1331900020,20140925T000000,9,930000,3,2.5,3780,0,1986,98072,28,Female
7140200380,20141030T000000,10,275000,3,2,1910,0,1980,98030,34,Female
7972601235,20150223T000000,2,325000,4,2.25,2460,0,1969,98106,46,Male
2848700585,20150424T000000,4,255000,1,1,810,1,1936,98106,79,Male
6132600380,20150320T000000,3,562200,3,1.5,1900,0,1943,98117,72,Male
2424059127,20140820T000000,8,952000,2,1.75,3490,3,1980,98006,34,Male
2591830130,20140504T000000,5,365000,3,2.5,2200,0,1988,98058,26,Male
1771100130,20150316T000000,3,332900,3,1.5,1190,0,1969,98077,46,Male
8856700190,20150423T000000,4,721000,3,2.25,2040,0,1983,98052,32,Male
7852040080,20150421T000000,4,487275,4,2.5,2400,0,1999,98065,16,Male
5648600190,20150429T000000,4,310000,3,2.5,1670,0,1995,98055,20,Female
4154300275,20150115T000000,1,245000,2,1,990,0,1908,98118,107,Male
5438000280,20150415T000000,4,325000,3,1.75,2920,0,1964,98055,51,Male
9201000480,20141112T000000,11,550000,3,1.75,1840,0,1971,98075,43,Male
1604600660,20140512T000000,5,350000,2,1,910,0,1906,98118,108,Male
522069022,20140714T000000,7,599000,5,2.5,2950,0,2006,98058,8,Female
4331400190,20141112T000000,11,259950,3,1.5,1240,0,1955,98166,59,Male
9407150130,20141201T000000,12,240000,4,2.5,1980,0,1996,98038,18,Male
2212900470,20150211T000000,2,186000,3,1,1200,0,1969,98042,46,Male
6600220080,20150204T000000,2,395000,3,1.5,1280,0,1982,98074,33,Female
9558050020,20140915T000000,9,475000,4,2.5,3150,0,2004,98058,10,Female
8691300420,20140804T000000,8,815000,5,3.5,3500,0,1996,98075,18,Female
5450300010,20140902T000000,9,572000,3,1.5,1680,0,1951,98040,63,Male
339600460,20141017T000000,10,419500,3,2.5,1360,0,1986,98052,28,Male
9264910920,20140903T000000,9,298700,3,2.25,2110,0,1980,98023,34,Male
121029034,20140624T000000,6,549000,2,1,2034,4,1947,98070,67,Female
2123049420,20150422T000000,4,278000,3,1.5,1900,0,1960,98168,55,Female
7950302890,20141230T000000,12,455000,4,2,2380,0,1926,98118,88,Male
6117500430,20140819T000000,8,925000,5,3.5,4050,2,1988,98166,26,Female
1972200660,20150415T000000,4,465000,2,1.5,1120,0,1999,98103,16,Female
3629830050,20141001T000000,10,620000,4,4,2850,0,1999,98029,15,Male
9257900010,20150422T000000,4,499900,4,2.25,2360,0,1963,98155,52,Female
6072000440,20150206T000000,2,620000,5,3,2540,0,1962,98006,53,Male
6844702630,20141108T000000,11,450000,3,1.75,1160,0,1941,98115,73,Male
3630090050,20150220T000000,2,690000,4,3.5,2710,0,2007,98029,8,Male
9809000020,20140513T000000,5,1.90E+06,5,2.25,3120,0,1969,98004,45,Female
9809000020,20150313T000000,3,1.94E+06,5,2.25,3120,0,1969,98004,46,Male
5021900050,20140818T000000,8,832500,3,2,1870,0,1951,98040,63,Male
1003600080,20141107T000000,11,245000,3,1,1010,0,1955,98188,59,Male
7701960130,20141017T000000,10,820000,3,2.5,2980,0,1990,98077,24,Female
2395710020,20140807T000000,8,369000,4,2.75,2420,0,2005,98038,9,Female
7203230010,20141015T000000,10,1.05E+06,4,3.25,3830,0,2014,98053,0,Male
9830200380,20140917T000000,9,653000,3,3,3040,2,1993,98118,21,Female
9407111100,20150422T000000,4,220650,2,1.75,1460,0,1980,98045,35,Female
9572000080,20140616T000000,6,300000,5,3,1940,0,2007,98168,7,Male
3629870420,20140912T000000,9,970000,4,3.5,3780,2,2001,98029,13,Female
2459970020,20141124T000000,11,360000,4,2.5,1950,0,2004,98058,10,Male
5547700190,20150330T000000,3,672500,3,2.5,2450,0,2000,98074,15,Female
421000285,20150423T000000,4,268000,4,1.5,1730,0,1953,98056,62,Male
3277801640,20141202T000000,12,440000,4,1.5,1690,0,1929,98126,85,Male
1250203070,20140514T000000,5,1.40E+06,3,2.5,2550,2,1981,98144,33,Female
8077200470,20140718T000000,7,590000,4,2.5,2290,0,1986,98074,28,Male
302000545,20150127T000000,1,359000,4,2.25,2710,0,1962,98001,53,Female
9542801990,20140529T000000,5,266500,4,1.75,1880,0,1978,98023,36,Male
3343901403,20141216T000000,12,635000,4,2.5,2930,0,2014,98056,0,Male
1121059030,20141013T000000,10,559000,3,2.5,3110,0,2001,98092,13,Female
9290850950,20141218T000000,12,895000,4,2.5,3480,0,1989,98053,25,Male
1136100006,20150127T000000,1,625000,2,1.5,1110,0,1961,98072,54,Female
7923300285,20150312T000000,3,650000,4,2.25,2440,0,1957,98007,58,Female
1823059028,20150224T000000,2,312500,4,1.75,2280,0,1957,98055,58,Female
8864000440,20140925T000000,9,225000,3,1,900,0,1944,98168,70,Male
9512500680,20141119T000000,11,425000,4,1.75,1980,0,1968,98052,46,Male
3421069120,20150219T000000,2,329999,3,2.75,3360,0,1988,98022,27,Male
4376700430,20140716T000000,7,572000,5,2.25,2340,0,1973,98052,41,Male
8562890430,20150407T000000,4,386500,4,2.5,3110,0,2002,98042,13,Male
452002005,20150121T000000,1,452000,2,1,980,0,1904,98107,111,Male
7228500094,20141212T000000,12,278000,4,2,1480,0,1943,98122,71,Male
8078700020,20140603T000000,6,474900,3,2.25,1800,0,1976,98072,38,Male
5035300255,20150414T000000,4,450000,2,1.75,2130,0,1946,98199,69,Female
9528104985,20141104T000000,11,611000,2,1,1270,0,1900,98115,114,Male
7237590010,20140605T000000,6,214100,2,2.5,1150,0,2004,98001,10,Male
3158500250,20140514T000000,5,317000,3,2.5,1840,0,2012,98038,2,Male
868001402,20150305T000000,3,1.00E+06,4,3.5,3180,1,1979,98177,36,Female
5606000233,20150424T000000,4,1.00E+06,5,2.75,1510,1,1946,98105,69,Male
5214500660,20150505T000000,5,525000,4,2.5,3070,0,2005,98059,10,Male
3578110020,20141001T000000,10,436000,3,2.25,1800,0,1983,98034,31,Female
3578401330,20140718T000000,7,450000,3,1.75,1540,0,1983,98074,31,Male
7525000080,20140502T000000,5,588500,3,1.75,2330,0,1980,98074,34,Female
4273000095,20150511T000000,5,340000,4,1.75,1400,0,1953,98166,62,Female
4014400190,20140714T000000,7,482000,4,2.5,2846,0,2000,98001,14,Male
8678500020,20141213T000000,12,1.58E+06,4,3.5,5830,0,2005,98024,9,Male
6918700130,20140811T000000,8,749000,3,2.5,3380,0,1965,98008,49,Female
2473350470,20150511T000000,5,330000,3,1.5,1440,0,1968,98058,47,Female
9274200314,20140821T000000,8,568000,3,2.5,1740,0,2008,98116,6,Female
2938100010,20140924T000000,9,239000,3,1.75,1470,0,1957,98022,57,Female
8564950250,20150107T000000,1,528000,3,2.5,2810,0,2003,98011,12,Male
3438502715,20140730T000000,7,385000,4,3,2090,0,1994,98106,20,Male
280610020,20140902T000000,9,825000,4,3.25,4110,2,1979,98028,35,Male
2487200938,20141126T000000,11,815000,5,3.25,3230,1,2002,98136,12,Female
1775500362,20141013T000000,10,625000,4,2.5,2601,0,1995,98072,19,Male
2483200010,20141007T000000,10,690000,3,1.75,2070,3,1955,98136,59,Male
4365700130,20150325T000000,3,210000,3,1,1660,0,1957,98106,58,Male
9136101271,20150416T000000,4,599000,4,1,1590,0,1924,98103,91,Female
1370804295,20150212T000000,2,860000,3,1.75,1860,0,1951,98199,64,Female
422049178,20150212T000000,2,147200,3,1,1420,0,1954,98188,61,Male
9161100795,20150506T000000,5,476900,3,1,1240,0,1910,98116,105,Male
5561300380,20140807T000000,8,450000,4,2.5,2500,0,1978,98027,36,Female
1443550020,20150506T000000,5,570000,4,2.5,2640,0,1999,98019,16,Female
9547201155,20141016T000000,10,567500,3,1,1440,0,1910,98115,104,Male
3625059120,20141023T000000,10,790000,5,3.25,3030,2,1976,98008,38,Female
644000185,20140707T000000,7,875000,3,1.5,1820,0,1952,98004,62,Male
5710500010,20140610T000000,6,490000,3,2,2220,0,1980,98027,34,Female
2482410130,20140610T000000,6,335000,3,1.75,2430,0,1978,98059,36,Male
6071900130,20150415T000000,4,550000,3,1.75,1670,0,1962,98006,53,Male
6817800630,20140516T000000,5,385000,3,1.75,1180,0,1981,98074,33,Female
6204400130,20140718T000000,7,395000,3,1.75,1620,0,1976,98011,38,Female
9274203190,20140611T000000,6,650000,2,1,1030,0,1928,98116,86,Female
293610020,20150304T000000,3,637000,4,2.75,2900,0,2007,98028,8,Female
3583400130,20141014T000000,10,692500,3,2.25,3420,0,1963,98028,51,Male
7230400430,20140930T000000,9,322400,3,1.75,1710,0,1964,98059,50,Male
7140600190,20140905T000000,9,233500,3,1.5,1580,0,1957,98002,57,Male
6817801410,20140624T000000,6,400000,3,2,1230,0,1984,98074,30,Male
6430500010,20140620T000000,6,547000,5,2.5,2200,0,1916,98103,98,Female
3023049215,20140702T000000,7,519000,5,2.25,2570,1,1950,98166,64,Female
3625710080,20140626T000000,6,1.03E+06,4,3.5,3320,2,1977,98040,37,Female
3390600010,20140502T000000,5,365000,3,1,1090,0,1955,98106,59,Female
9238480020,20150319T000000,3,699000,5,2.75,2970,0,1978,98072,37,Female
1036000080,20141009T000000,10,525000,3,1.75,1970,0,1968,98052,46,Male
1561930020,20140522T000000,5,430000,4,3,3220,0,1990,98031,24,Male
3876100080,20141215T000000,12,325000,3,1,1600,0,1966,98034,48,Male
7454000605,20140710T000000,7,279000,2,1,670,0,1942,98126,72,Male
1870400635,20150311T000000,3,805000,4,1.75,2360,0,1911,98115,104,Female
8820900299,20150204T000000,2,419950,3,3,2150,0,1949,98125,66,Male
8132700185,20150416T000000,4,425000,2,1,620,0,1927,98117,88,Male
6413600275,20140724T000000,7,446000,4,1.75,1730,0,1949,98125,65,Male
2888000020,20150302T000000,3,455000,5,2,2500,0,1963,98034,52,Male
3298700426,20140709T000000,7,226550,3,1,990,0,1943,98106,71,Male
3362401815,20140930T000000,9,764000,3,2,1420,0,1904,98103,110,Male
5469500020,20150505T000000,5,439950,3,2.25,2170,0,1978,98042,37,Male
6430000280,20141216T000000,12,453000,4,2,1880,0,1952,98103,62,Male
1140000190,20150206T000000,2,219950,3,1,1300,0,1971,98003,44,Female
8021700715,20140514T000000,5,702500,3,1.5,2360,0,1926,98103,88,Male
5151600170,20141016T000000,10,285000,3,1.5,1780,0,1956,98003,58,Female
8129700255,20150213T000000,2,798750,2,2.25,2160,0,2005,98103,10,Male
9285800345,20140626T000000,6,320000,2,1,950,2,1948,98126,66,Female
5706200170,20141216T000000,12,425000,3,1.75,1680,0,1985,98027,29,Male
5536500020,20140716T000000,7,540000,4,2.5,2290,0,2004,98072,10,Female
98000950,20141210T000000,12,1.06E+06,4,5.25,4140,2,2005,98075,9,Female
3362401611,20150325T000000,3,1.17E+06,4,3.75,3920,0,2013,98103,2,Female
6205500280,20150421T000000,4,576000,3,1.75,1500,0,1951,98005,64,Female
7199330010,20150417T000000,4,525000,3,1.75,1720,0,1977,98052,38,Male
1332200130,20140822T000000,8,324950,4,2.5,2641,0,1998,98031,16,Male
3244500078,20140822T000000,8,600000,3,2.5,4930,0,1981,98072,33,Female
3342102880,20140811T000000,8,464000,3,2.5,2460,0,2001,98056,13,Male
2557000630,20140707T000000,7,266000,4,2.25,1995,0,1981,98023,33,Male
1117200190,20140804T000000,8,775000,3,2.5,3010,0,1998,98053,16,Female
8122100130,20140618T000000,6,415000,3,1.75,1270,0,1952,98126,62,Male
9558040050,20140919T000000,9,550000,4,2.75,3080,3,2003,98058,11,Female
5702380630,20150114T000000,1,235000,3,2.25,1670,0,1990,98022,25,Female
3300790670,20140620T000000,6,280000,3,2,1470,0,1987,98198,27,Female
2558660190,20141030T000000,10,459000,3,1.75,1730,0,1976,98034,38,Female
4388000460,20141014T000000,10,195000,3,1,1070,0,1969,98023,45,Female
3224800010,20141112T000000,11,235000,3,1.5,1660,0,1959,98002,55,Male
1672000020,20141126T000000,11,711800,4,2.25,2410,0,1965,98006,49,Female
2767701416,20150116T000000,1,440000,3,2.5,1040,0,2007,98107,8,Female
7821200307,20150217T000000,2,515000,2,1,970,0,1916,98103,99,Female
4219400290,20140502T000000,5,1.20E+06,5,2.75,2910,0,1939,98105,75,Female
6072650290,20150406T000000,4,560000,3,1.75,2340,0,1965,98006,50,Female
5647900670,20140620T000000,6,340000,3,1.75,1880,0,1985,98001,29,Female
1965200010,20141110T000000,11,600000,2,1,1110,0,1912,98102,102,Male
319500080,20140618T000000,6,764000,4,2.5,2790,0,1997,98074,17,Male
9526500080,20140729T000000,7,337000,4,2,1590,0,2001,98019,13,Male
7856410430,20140530T000000,5,1.39E+06,6,2.75,5700,4,1977,98006,37,Male
8128700005,20141119T000000,11,249000,4,1,1200,0,1919,98126,95,Male
3444910020,20140715T000000,7,350000,3,3,3200,0,1978,98042,36,Male
2025700130,20150129T000000,1,269950,3,2.25,1510,0,1993,98038,22,Male
224069134,20150225T000000,2,735000,3,1.75,1880,0,1978,98075,37,Female
4217400305,20150331T000000,3,1.30E+06,4,2.5,3070,0,1940,98105,75,Female
3288301410,20140911T000000,9,475000,4,2.25,2110,0,1974,98034,40,Female
9264950660,20150310T000000,3,339000,3,2,2350,0,1989,98023,26,Female
6744700285,20150311T000000,3,600000,4,3.5,3270,2,1997,98155,18,Male
7750500275,20140807T000000,8,397500,4,1.75,2220,0,1918,98106,96,Male
1125069153,20140822T000000,8,1.53E+06,4,3.5,5990,0,2004,98053,10,Female
1425059178,20140507T000000,5,460000,3,2,1760,0,1985,98052,29,Female
6671900130,20141216T000000,12,370000,4,2.75,2200,0,1951,98133,63,Male
3172600151,20150325T000000,3,250000,4,1,1550,0,1957,98106,58,Male
7237550020,20140703T000000,7,1.10E+06,4,3.75,5070,0,2000,98053,14,Male
1934800078,20140930T000000,9,430000,2,2.25,1040,0,2008,98122,6,Male
4385700660,20140807T000000,8,1.09E+06,3,1.5,2560,0,1927,98112,87,Female
923000414,20150419T000000,4,670000,3,1.75,1850,0,1952,98177,63,Male
2624049167,20150423T000000,4,461550,3,1.5,2090,0,1954,98118,61,Female
8929000380,20140805T000000,8,479990,3,2.5,2010,0,2014,98029,0,Male
4221250010,20150414T000000,4,643000,4,2.5,2518,0,2005,98075,10,Female
8861500080,20140930T000000,9,607000,3,2.75,2810,0,1988,98052,26,Male
1592000780,20140523T000000,5,625000,3,2.5,2600,0,1984,98074,30,Female
2484200080,20140729T000000,7,731100,3,2.5,2060,0,1953,98136,61,Female
2322059136,20150309T000000,3,859000,3,2.5,2920,3,1999,98042,16,Male
2591820080,20141103T000000,11,435000,4,2.5,2130,0,1986,98058,28,Male
5729000080,20141029T000000,10,465000,3,3,2290,0,1948,98001,66,Male
5100402764,20150415T000000,4,740000,3,1,1230,0,1927,98115,88,Male
5454000010,20141210T000000,12,740000,3,1.75,2020,0,1961,98040,53,Female
5412300130,20141119T000000,11,250000,3,2,1430,0,1980,98030,34,Male
6873000190,20150311T000000,3,656000,2,2.5,2270,0,2009,98052,6,Male
9485300190,20141009T000000,10,300000,4,2.5,1910,0,1992,98031,22,Female
326069132,20150220T000000,2,643000,3,1.5,1780,0,1954,98077,61,Male
3832061060,20140807T000000,8,311000,4,2.5,2690,0,2007,98042,7,Female
6918730130,20140721T000000,7,360000,3,1.75,1330,0,1975,98034,39,Female
7952800010,20140519T000000,5,475000,4,2.5,3060,0,1968,98133,46,Female
3834500417,20140809T000000,8,469950,3,3.25,1760,0,2008,98125,6,Female
5071700020,20140703T000000,7,240000,3,1.75,1570,0,1960,98148,54,Female
3826000470,20140929T000000,9,232000,2,1,960,0,1936,98168,78,Male
921059132,20140813T000000,8,350000,3,2,1680,0,1991,98092,23,Male
1926059027,20150109T000000,1,803000,2,1,1440,0,1928,98034,87,Male
1328320440,20141210T000000,12,355000,3,2.25,1960,0,1980,98058,34,Female
1972202005,20140521T000000,5,475000,4,2,1790,2,1909,98103,105,Male
2592201350,20150324T000000,3,823000,3,2.5,2560,0,1988,98006,27,Male
6430500293,20141112T000000,11,395000,2,1.5,1010,0,1918,98103,96,Male
6450300840,20150427T000000,4,499000,4,3.75,2560,0,1963,98133,52,Male
1189000225,20150402T000000,4,420000,2,1.75,1200,0,1904,98122,111,Female
7804700020,20140812T000000,8,961500,3,2.5,3910,0,1999,98008,15,Male
9542300430,20150331T000000,3,833000,4,1.75,2260,0,1967,98005,48,Male
1775930440,20140623T000000,6,479000,3,2.25,2110,0,1978,98072,36,Male
1725059182,20140701T000000,7,1.15E+06,4,2.5,3340,0,1996,98033,18,Female
3992700130,20140708T000000,7,267000,3,1,1400,0,1944,98125,70,Male
824069193,20140911T000000,9,555000,4,1.75,1760,0,1988,98075,26,Female
3904910480,20140731T000000,7,490000,3,2.5,2010,0,1987,98029,27,Male
2877102651,20140529T000000,5,619000,4,2,2300,0,1915,98117,99,Male
9289100170,20141031T000000,10,569950,5,2.75,2510,0,1963,98155,51,Female
3797000680,20141125T000000,11,549000,3,2,1340,0,1905,98103,109,Female
3378900020,20141023T000000,10,422500,3,1.75,1560,0,1962,98052,52,Female
4180300050,20140801T000000,8,400000,4,3.5,3350,1,1980,98198,34,Female
7852010670,20140709T000000,7,692500,4,2.75,3710,0,1999,98065,15,Male
8562890280,20140626T000000,6,310000,4,2.5,2430,0,2002,98042,12,Male
3991400080,20141216T000000,12,499900,3,1.75,2430,2,1977,98178,37,Female
8651510020,20140827T000000,8,492000,3,2.25,2100,0,1983,98074,31,Female
3924500130,20150506T000000,5,460000,2,2.5,1880,0,1987,98024,28,Male
2533300130,20140716T000000,7,800000,3,2.5,1630,0,1919,98119,95,Female
510002995,20150407T000000,4,832600,4,1,1640,0,1925,98103,90,Female
3825500080,20150318T000000,3,470000,4,2.75,2310,0,1989,98011,26,Female
8682231190,20141021T000000,10,542000,2,2,1930,0,2003,98053,11,Male
9412400185,20140619T000000,6,1.31E+06,4,4.5,4750,2,2005,98118,9,Female
7893804790,20141010T000000,10,308130,4,2.5,2300,3,1959,98198,55,Male
3630070010,20150311T000000,3,310000,2,1,1050,0,2005,98029,10,Female
723049132,20141022T000000,10,235000,2,1,1500,0,1947,98146,67,Female
1432600415,20140919T000000,9,215000,3,1,1150,0,1958,98058,56,Male
3306200010,20140605T000000,6,210000,4,1.5,1920,0,1959,98023,55,Male
425069102,20141126T000000,11,730000,4,2.75,3660,0,1990,98053,24,Male
1683600130,20141210T000000,12,245000,3,1.75,1720,0,1981,98092,33,Male
3741600020,20140915T000000,9,540000,3,2.25,2100,4,1948,98166,66,Male
5412101150,20150203T000000,2,299000,4,2.5,2400,0,2001,98001,14,Male
509000020,20141118T000000,11,510000,3,2.5,2540,0,1991,98074,23,Male
1311500020,20140703T000000,7,198000,4,1.75,2080,0,1966,98001,48,Female
662350050,20140523T000000,5,950000,5,3.25,3400,0,1999,98007,15,Male
3327020290,20150220T000000,2,300000,4,1.75,2200,0,1978,98092,37,Female
1086100130,20140904T000000,9,528000,5,1.75,2140,0,1962,98033,52,Female
2111011060,20140618T000000,6,507000,5,3.25,3850,2,2002,98092,12,Male
7852090280,20150219T000000,2,770000,4,3.25,4270,0,2001,98065,14,Male
2873000780,20150220T000000,2,255000,3,1.75,1340,0,1975,98031,40,Male
3530470190,20150505T000000,5,220000,1,1.5,1100,0,1978,98198,37,Female
5014600440,20150223T000000,2,690700,5,2.75,2870,0,2005,98059,10,Male
5049800005,20140627T000000,6,447000,2,1,1320,0,1953,98177,61,Male
7443001470,20140520T000000,5,755000,6,2,2150,0,1952,98119,62,Male
2771604640,20150313T000000,3,700000,4,1.5,2470,0,1940,98199,75,Male
7140200280,20140715T000000,7,250000,4,2.75,1910,0,1980,98030,34,Male
3793500780,20140510T000000,5,320000,3,2.5,2130,0,2003,98038,11,Female
5525400420,20140514T000000,5,565000,4,2.5,2240,0,1989,98059,25,Male
7986400305,20150424T000000,4,754300,5,2.75,1800,0,1939,98107,76,Female
3619600143,20140505T000000,5,650000,3,1.5,2160,2,1949,98177,65,Female
7787890050,20150218T000000,2,529888,4,2.5,3140,0,2003,98059,12,Female
2780700050,20141106T000000,11,432000,3,2.5,1920,0,2000,98028,14,Male
5595900280,20150318T000000,3,235000,3,1,1050,0,1955,98022,60,Male
7203220130,20150127T000000,1,994900,4,3.5,3695,0,2014,98053,1,Female
9406540130,20150403T000000,4,489000,4,2.5,3910,0,2000,98038,15,Male
9526600250,20150420T000000,4,800000,4,2.75,3010,0,2010,98052,5,Male
9542900190,20140516T000000,5,370000,4,1.5,1370,0,1972,98034,42,Female
3840700653,20141212T000000,12,436000,4,2.75,2080,0,1979,98034,35,Female
6084200080,20140528T000000,5,395000,3,2.5,2250,0,2006,98059,8,Male
3705900130,20140523T000000,5,377691,5,1.75,2120,0,1942,98133,72,Female
3333002385,20150417T000000,4,370000,5,3,2220,3,2003,98118,12,Female
3904910050,20141023T000000,10,515000,3,2.5,1440,0,1987,98029,27,Male
5556900080,20140926T000000,9,169000,3,1,910,0,1969,98001,45,Male
4443800415,20150321T000000,3,475000,3,1,1270,0,1921,98117,94,Male
3791400250,20150425T000000,4,420000,3,2.5,2480,0,1999,98031,16,Male
9551201585,20140701T000000,7,1.30E+06,6,2.75,2630,0,1900,98103,114,Male
7856620050,20150225T000000,2,822000,3,2,2410,0,1985,98006,30,Male
9320200050,20141216T000000,12,1.50E+06,4,2.75,2930,0,1964,98004,50,Female
1954420380,20150330T000000,3,485000,3,2.25,1570,0,1988,98074,27,Male
740500010,20140807T000000,8,270000,4,1,1900,0,1956,98055,58,Male
6673050020,20150401T000000,4,300000,6,2.5,2590,0,1978,98055,37,Female
1853081060,20150416T000000,4,878000,4,2.5,3810,0,2007,98074,8,Female
6308000020,20150403T000000,4,590000,3,2.5,2290,0,2001,98006,14,Female
1720800305,20141119T000000,11,611900,1,2.25,1220,2,1946,98033,68,Female
1682000280,20150319T000000,3,240000,3,1.75,1100,0,1968,98092,47,Male
3814800280,20150417T000000,4,395000,4,2.5,2810,0,2003,98092,12,Female
3352402195,20140716T000000,7,169000,3,1,890,0,1957,98178,57,Female
9320600170,20150324T000000,3,200500,3,2,1280,0,1963,98031,52,Male
5205000250,20150410T000000,4,308000,3,2.5,2320,0,1990,98003,25,Female
9264920250,20140710T000000,7,290256,3,2.25,1720,0,1983,98023,31,Male
2473101190,20150427T000000,4,279950,3,1.75,1530,0,1967,98058,48,Female
5437820020,20140807T000000,8,195000,3,1.75,1580,0,1979,98022,35,Male
4067600275,20140826T000000,8,630000,3,1,1360,0,1945,98010,69,Male
6447300345,20150406T000000,4,1.16E+06,4,3,2680,2,1902,98039,113,Male
3905100280,20140701T000000,7,478000,3,2.25,1640,0,1994,98029,20,Male
9285800275,20140814T000000,8,835000,3,2.25,2520,2,1944,98126,70,Male
1891100130,20150417T000000,4,639000,3,2.25,1400,0,2005,98034,10,Male
1592000250,20141013T000000,10,623000,4,2.75,2300,0,1984,98074,30,Female
2328800130,20141217T000000,12,220000,3,1.75,1900,0,1959,98178,55,Male
6067910130,20150325T000000,3,526000,3,2.25,2000,0,1978,98006,37,Female
3333002790,20150123T000000,1,243500,2,1,900,0,1948,98118,67,Female
9478400080,20140512T000000,5,750000,4,2.5,2980,0,2000,98006,14,Female
3450300020,20150318T000000,3,329000,4,2,1850,0,1963,98059,52,Male
2663000050,20140926T000000,9,525000,4,1,1570,0,1920,98102,94,Male
3145600250,20150317T000000,3,190000,2,1,670,0,1948,98118,67,Male
6206100130,20140626T000000,6,772650,4,2.5,2660,0,1955,98005,59,Male
8944320420,20140710T000000,7,355000,3,2.5,2110,0,1989,98042,25,Female
224069145,20150401T000000,4,650000,3,1.75,1970,0,1980,98075,35,Male
3363900280,20150311T000000,3,678500,3,2.75,1210,2,1910,98103,105,Male
7504110050,20140626T000000,6,669950,4,2.5,2670,0,1996,98074,18,Male
624100950,20150311T000000,3,850000,3,2.25,3000,0,1983,98077,32,Female
9416400020,20140827T000000,8,572000,3,2.75,2200,0,2002,98074,12,Female
3578400950,20140801T000000,8,492450,3,1.75,1540,0,1984,98074,30,Female
4100000050,20141030T000000,10,813000,3,1.75,2080,0,1960,98005,54,Female
3475000080,20140828T000000,8,710000,3,2,1780,0,1967,98040,47,Female
7871500345,20141202T000000,12,792500,3,1.5,1960,0,1911,98119,103,Female
8857600680,20150313T000000,3,285900,5,1.5,1690,0,1961,98032,54,Male
2817100430,20150511T000000,5,389000,3,2,2080,0,1981,98070,34,Male
7649400170,20141205T000000,12,675000,3,2.25,2070,2,1966,98136,48,Female
4048400185,20141022T000000,10,352000,2,0.75,760,0,1931,98059,83,Male
3303960250,20150507T000000,5,1.05E+06,4,3.25,4020,0,2000,98059,15,Male
2785000480,20150108T000000,1,768500,4,1.75,3620,0,1965,98005,50,Male
2926049400,20141226T000000,12,500000,4,2,2330,0,1961,98125,53,Female
5452302195,20141230T000000,12,685000,3,2.5,1460,0,1956,98040,58,Male
3528900980,20140523T000000,5,648475,4,2.75,2250,0,1951,98109,63,Male
3886901795,20150422T000000,4,655000,6,5,2850,0,1994,98033,21,Female
1868900675,20140912T000000,9,895000,4,2.75,2640,0,1925,98115,89,Male
4031000290,20150408T000000,4,195000,3,1,1310,0,1962,98001,53,Female
9264960480,20141208T000000,12,368000,4,2.5,2720,0,1989,98023,25,Male
3303980680,20150228T000000,2,997000,4,3.5,3430,0,2001,98059,14,Female
1775930010,20141222T000000,12,335000,3,2.75,1990,0,1977,98072,37,Male
3329520170,20140521T000000,5,250000,3,2,1170,0,1984,98001,30,Male
9321010130,20150312T000000,3,278500,3,1.75,1390,0,1985,98022,30,Male
7696600020,20150128T000000,1,260000,4,1.5,1540,0,1973,98001,42,Male
2690600005,20141001T000000,10,162500,2,1,760,0,1920,98118,94,Male
923049323,20140714T000000,7,239000,4,1,1280,0,1950,98168,64,Female
6705870080,20141121T000000,11,600000,4,2.5,2990,0,2004,98075,10,Female
3797710010,20150428T000000,4,350000,4,2.25,1770,0,1998,98031,17,Male
